wavenumber,M1,M2,PHEMA
3240,0.16753985922289996,0.16749029841246604,0.16907667232694817
3232,0.16840346474611234,0.16725632859909939,0.16792967516087043
3224,0.16960259210801953,0.1677787614826888,0.16729203183049249
3216,0.17070191145396366,0.16887054441050797,0.16740231821362855
3208,0.17131666182471841,0.17014968151284235,0.16823864661881499
3200,0.17125630967509131,0.17118187771843066,0.16952918717561821
3192,0.17059724799838383,0.17164267326161253,0.17085469434029096
3184,0.16965786669958635,0.17143958574676757,0.1718054255817448
3176,0.16888513608332498,0.17074944146769169,0.17213487450593964
3168,0.16869430063069032,0.16995718422271366,0.17185389918163557
3160,0.16932047190440086,0.16951858545071191,0.17123068322376611
3152,0.17073652999387648,0.16979718622050025,0.17069650320040566
3144,0.17266739941628259,0.17093524077439662,0.17069182022207127
3136,0.17469538972536514,0.17280594009566996,0.17150909229154385
3128,0.17641786293743278,0.17506435579867299,0.1731898903650442
3120,0.17759927453453855,0.17727830765124911,0.17551396040965986
3112,0.17826168300126155,0.17909101817326376,0.17808412290640799
3104,0.17868038391062072,0.18035574051709424,0.18047572411923984
3096,0.17928612177667452,0.18119281643564919,0.18239565727816925
3088,0.18050960014978523,0.18194807223229739,0.18379245156896484
3080,0.1826251760899732,0.1830676544450143,0.18487687495424518
3072,0.18565092444490028,0.18493506507318427,0.18604532910315522
3064,0.18934158121651065,0.18773003080347819,0.18773398576657563
3056,0.19327681032396851,0.19136084194800226,0.1902570367799675
3048,0.19701228297064063,0.19549485976002992,0.19368827731114219
3040,0.20023803863212158,0.19967589867317845,0.19782936869872653
3032,0.20288595724930872,0.20348534802974327,0.2022763569139511
3024,0.20514688141557355,0.20668788823148598,0.20656001123764708
3016,0.20739111997788545,0.2093083519879563,0.21030850680675534
3008,0.21002156105597375,0.21161159150829945,0.21337282429591736
3000,0.21331339792745571,0.213992849353565,0.21586896901125502
2992,0.2172994337299114,0.216819017411885,0.21812168118819134
2984,0.22174325780672846,0.2202792370702232,0.22053050147986275
2976,0.22621039302092708,0.22429991274250974,0.22340758961701182
2968,0.23021160909373709,0.22855561883494416,0.2268470988889017
2960,0.23336615316349407,0.23257223085063175,0.23067436499718105
2952,0.23552536567778334,0.23588479905843093,0.23449390866391109
2944,0.23681169806712604,0.23819261209739395,0.23781901073227096
2936,0.23755918955199792,0.23945493095994669,0.24023569185969479
2928,0.23817760445221398,0.23989263132427352,0.2415412956248438
2920,0.23899041725109577,0.2398954913022264,0.24180716894970899
2912,0.24010639291560196,0.23986944515432287,0.2413427472760139
2904,0.24137213794749146,0.24008010380634903,0.2405744802129183
2896,0.24242323410343314,0.24055015708601918,0.23988422253662778
2888,0.24281533378713085,0.24104844030918629,0.23946652421967857
2880,0.24218718986769547,0.24117474791849935,0.239257250621637
2872,0.2403958047662659,0.2405092763014256,0.23895972188205106
2864,0.23757404174514393,0.23877179439414215,0.23815870978399495
2856,0.23408942117423046,0.23593200303398867,0.23648032716257383
2848,0.2304190162437223,0.23223038948161623,0.23373894384850441
2840,0.22698608984144275,0.22810166697587192,0.23001696744727235
2832,0.22401810534058286,0.22402858442162812,0.22564791292146047
2824,0.22147786708650696,0.22037940337033771,0.22110863306318584
2816,0.21909269244863669,0.21728830902264662,0.21685988769180575
2808,0.2164705394770646,0.21462225928154774,0.21319337344571598
2800,0.21326011251690463,0.21204606408701512,0.21014096773165719
2792,0.20929584658215267,0.20916146069476313,0.20747912803597462
2784,0.20467424371579643,0.20566882615537713,0.20482650006808231
2776,0.19973325495580058,0.2014918963679804,0.20179862380138366
2768,0.19494201479777964,0.19681947485179288,0.19816271841810534
2760,0.19074117279238881,0.19204861694933453,0.19393554455838491
2752,0.18739224228948848,0.18764997315657087,0.18938827665152713
2744,0.18489112877985259,0.18400458566449782,0.18495648663624895
2736,0.18297750301945287,0.18127195596763385,0.18108820476607201
2728,0.18123656646508288,0.17933777564384137,0.17808579004114755
2720,0.17925590156538532,0.17786052770900607,0.17599965751850849
2712,0.17677992723761965,0.17639992888545949,0.17461292187422026
2704,0.17380539068299791,0.17458018810614803,0.17352269185930133
2696,0.17058298585416684,0.1722283081704977,0.17228831493215493
2688,0.16752464951416621,0.16943683283389732,0.17059232630075086
2680,0.16505070452524129,0.16652817444601697,0.16835520748388322
2672,0.16343309565129996,0.16393377283063729,0.16576201242363925
2664,0.16269239684483655,0.16203258430701034,0.16319125475776156
2656,0.16258653544599408,0.16100831645891889,0.16107230500724362
2648,0.16269551897517384,0.16077793741566759,0.15972376685251091
2640,0.1625712148128847,0.16101782568150458,0.15923226806747193
2632,0.16189735069483774,0.16127808786781225,0.1594162590084911
2624,0.1606011378418862,0.16114320701821319,0.15988820641342055
2616,0.15887565126163852,0.16038016886436543,0.160192452522779
2608,0.15710482791762437,0.15901979088978746,0.15996823138173141
2600,0.15571865651667074,0.1573414706096613,0.15907808792483041
2592,0.15503173006546458,0.15576698959004967,0.15765462397370786
2584,0.1551244228251438,0.15470236323719508,0.15604844721899791
2576,0.15581030249628197,0.15438577620985314,0.15469643555958995
2568,0.15670173874747478,0.15479740024225339,0.15395865496366606
2560,0.15734963277596534,0.15566417821507422,0.15398376146924705
2552,0.15740599106851519,0.15655780874352312,0.15465226046258351
2544,0.15674967996519806,0.15704996546159353,0.15561842567179596
2536,0.15552920287357463,0.15686778233119689,0.15643547874586372
2528,0.15410678382289558,0.15599253639925184,0.15671807992476783
2520,0.15292425027267376,0.15466529892695088,0.15628248979049902
2512,0.15233989944366724,0.15329745857592161,0.1552129542345137
2504,0.15249617895935622,0.15231892295713242,0.15382993372108505
2496,0.15326670791897695,0.15201967148503642,0.15257181197574368
2488,0.15430205615924558,0.15244277327154426,0.15183346477660592
2480,0.15515746703579403,0.15336810308469451,0.15182089908811788
2472,0.1554556460211621,0.15439271334605972,0.15247527841641415
2464,0.15502487371834708,0.15507835917279528,0.15349419451257587
2456,0.15396175710696122,0.15511203703597251,0.1544423679718821
2448,0.15259558458606964,0.15442062468706927,0.15491115081734586
2440,0.15136735327197309,0.15319755173172378,0.15466830047050831
2432,0.15066784498192332,0.15183170740062429,0.1537430653872201
2424,0.15069415357135765,0.15076466227115409,0.15241535791549088
2416,0.15137729770789848,0.15032858325545195,0.15111298120960215
2408,0.1524074731373759,0.15062430576241548,0.15025461273783111
2400,0.15334767571915414,0.15148429425562374,0.15009614952919922
2392,0.15379400426301659,0.1525340778566239,0.15063678762132479
2384,0.15352382612706206,0.15332961804851761,0.15161929247808623
2376,0.15257744215513061,0.15352020677384112,0.15262435925965973
2368,0.15124328683769553,0.15297712660445173,0.1532244409488934
2360,0.14995209255243985,0.15184086678680028,0.15314060408862828
2352,0.14911884781553292,0.15046957083930301,0.15234486132806166
2344,0.14899053390762546,0.14930762943982248,0.15107043458368366
2336,0.1495555043348771,0.14872263096294125,0.14972618277030475
2328,0.1505477551398349,0.14887049163967353,0.14874658992166706
2320,0.15154451900388829,0.14963824839112366,0.14843235232149146
2312,0.1521213759356872,0.15068550325798319,0.14884005253674185
2304,0.15200797073208278,0.15156931342651481,0.14976139846308298
2296,0.15118720481826428,0.15190670495237238,0.15079964439769383
2288,0.14990150918899178,0.15151518429238606,0.15151515538849594
2280,0.14856389686573809,0.15047969431742958,0.15158670766914908
2272,0.14760642941593274,0.14912144879924538,0.15092934448336201
2264,0.14732169468869169,0.14788007987444346,0.14972554631395146
2256,0.14775545709462864,0.14715233821030047,0.14835827922975053
2248,0.14868986670894699,0.14714652628876779,0.14727048569839898
2240,0.14972338771740173,0.14780607279529198,0.14680257025953647
2232,0.1504181206873251,0.14883028843561075,0.14706750607716798
2224,0.15046046655323309,0.14978468792765556,0.14790938540368204
2216,0.14977618517256,0.1502604013527237,0.14896062166661048
2208,0.14855763380548115,0.15002418731062594,0.14977681590439287
2200,0.14719319179958204,0.14910400849479796,0.14999980546331917
2192,0.14612476535270799,0.14777877226174971,0.14948907288975224
2184,0.14568565343423459,0.14647600035042035,0.14837330152112124
2176,0.14597826137816308,0.14561497243135885,0.14700316225347862
2168,0.14683652866882763,0.14545289365953121,0.14582265401514927
2160,0.14788685605372121,0.14599052691291473,0.14520620299283116
2152,0.14868517800682501,0.14697191299374604,0.14532128886783194
2144,0.14887988906305308,0.14797828149656916,0.14606700088086985
2136,0.14834084683760609,0.14858169681151581,0.14711106870275975
2128,0.14720712091183055,0.1485020671615816,0.14801178395740638
2120,0.1458359686757523,0.14770991081838755,0.14838008372903869
2112,0.1446717587687773,0.14643717540401965,0.14802233467077042
2104,0.14408293377535686,0.14509214163600775,0.1470114413224079
2096,0.14422683018248783,0.14410963467828999,0.14566020621479445
2088,0.14499195294369707,0.14379150281924821,0.14440674245177834
2080,0.14603888427731884,0.14419589588669299,0.14365402133357691
2072,0.1469248179758135,0.14511597419120137,0.14362248583227391
2064,0.14726602898740662,0.14615587144811509,0.1442698959154822
2056,0.14687867041979077,0.14687605972659473,0.14530794451702081
2048,0.14584624290858272,0.14695481121865983,0.14630973170125061
2040,0.14448898688831491,0.14630656055036215,0.14686891881482214
2032,0.14324643548666985,0.14511380553064407,0.14675251131744804
2024,0.14251623146361111,0.14376093609250282,0.14599166384442308
2016,0.14250836511806325,0.14269440323715296,0.14487776559665652
2008,0.14316834234732223,0.14226071786589403,0.14386595502798716
2000,0.14419751640595646,0.14258197052607977,0.1434223199446471
1992,0.14516318838325726,0.14351487946887451,0.14387183469607201
1984,0.1456581736664419,0.14470882619658609,0.14530392016475371
1976,0.1454514201939151,0.1457421303522364,0.14757141930951506
1968,0.14457459580704457,0.14628722798232979,0.15038446827093674
1960,0.1433131153426046,0.14624492781831863,0.15346576463797307
1952,0.14210521187931019,0.14579936310343697,0.15671088889994808
1944,0.14138647901078139,0.145374413416096,0.16029497449677757
1936,0.14143740929370224,0.14550851962755021,0.16468599386163355
1928,0.14229044762981297,0.14669466449445812,0.1705582714939099
1920,0.14373132640963393,0.14924486042765295,0.17863534158103206
1912,0.1453949183435419,0.15322913635297439,0.18951596498228099
1904,0.14692118417918026,0.15851115820168973,0.2035420352308292
1896,0.14811470072002644,0.16486646673884317,0.22075055185800363
1888,0.14904981199637291,0.17213814797273666,0.24092003878745838
1880,0.15008316005418354,0.18037003671117993,0.26368656052482642
1872,0.15176897073538248,0.18986475424104932,0.28867891640293469
1864,0.15470764985460875,0.20114044418297516,0.31561618400746771
1856,0.15938208246490437,0.21479636286451351,0.34432597027384387
1848,0.16603979750706238,0.23133031385301608,0.37467295538679485
1840,0.17466152029565007,0.25096837375260711,0.40642305698485331
1832,0.1850241208015298,0.27356314868388504,0.43909553194017059
1824,0.19683058854082927,0.29859255582082073,0.47186342955412386
1816,0.20985450195295263,0.32525577215614448,0.50354873738458961
1808,0.22404084665283291,0.3526294752328436,0.53272713719083908
1800,0.23952112956343785,0.37982801502115338,0.55791969431584343
1792,0.25653270774556391,0.4061126797559701,0.57781852108550569
1784,0.27526841490540405,0.43091695872251962,0.59148136007530416
1776,0.29570965374618313,0.45378840931044134,0.59844044061364565
1768,0.31750413343363459,0.47428074739771675,0.59870006253872665
1760,0.33993531422036816,0.49184971462709204,0.5926346265296395
1752,0.36199938772128415,0.50580559856572505,0.58083086464698874
1744,0.38256852336321218,0.51535410181533092,0.56393345296386321
1736,0.40058953225326555,0.51972331000301819,0.54254678899746356
1728,0.41525566786338597,0.51834033079305608,0.51722028975573742
1720,0.42610000003972875,0.51099949722794469,0.4885098550521294
1712,0.43298759644570284,0.49796308717489007,0.45707721260017736
1704,0.43601999813058068,0.47995600024223528,0.42377327880569016
1696,0.43539591134059774,0.45805061092455585,0.38965722850678602
1688,0.4312856081458864,0.43347468085156393,0.35592756967380296
1680,0.42376845412173558,0.40740061550673307,0.32377595634778089
1672,0.41285648399308128,0.38077938798096361,0.29420583251671767
1664,0.39859203920789138,0.35426538457579038,0.26787444037904684
1656,0.38117726369163929,0.32824550994432516,0.24501186467423142
1648,0.36107907168801934,0.30294908564900869,0.22544607492210703
1640,0.33906045720922001,0.27858768572971621,0.20872716093534591
1632,0.3161151649944951,0.25546586263167309,0.19431005883268224
1624,0.29331822233754923,0.23401744219464454,0.18173536170653312
1616,0.27163656263004948,0.21475238905125432,0.17074950568064118
1608,0.25176017639897608,0.19813479203380219,0.16132814644927615
1600,0.23400876566416332,0.18444006187645232,0.15360173709497443
1592,0.21834353204082366,0.17364874669345551,0.14771741524617779
1584,0.20447756928423877,0.16542199130504681,0.14369358690943873
1576,0.19204441623116961,0.15917415648314881,0.1413250340055156
1568,0.18076493198564947,0.15422237398326141,0.14017657761650176
1560,0.17055478237041061,0.14996406533488968,0.13966966623089055
1552,0.16153763703540872,0.14602237205704999,0.13923115016246126
1544,0.15396429831890501,0.14231022681005867,0.13844987038403059
1536,0.14807257347015404,0.13899260029150334,0.13718321467565545
1528,0.14394414741579725,0.1363628145328491,0.13557374113364945
1520,0.14141524267993694,0.13467945016998606,0.13396872896747991
1512,0.14007737510888985,0.13402409494551229,0.13277103650113323
1504,0.13937063911594103,0.13423196711813393,0.13227485863552041
1496,0.13873719538614804,0.13492031180061742,0.13254559660760129
1488,0.13777980377874974,0.13560334977191435,0.13338699030792769
1480,0.1363677621658754,0.13585068332468717,0.1344067877357116
1472,0.13465140967816336,0.13543009794501598,0.1351562154526196
1464,0.13297953704040369,0.1343814710736588,0.13529156911656198
1456,0.13174943269142994,0.13299386623117315,0.13469824387679163
1448,0.13124388015226393,0.13169352417774968,0.13353140280739492
1440,0.13151416650675923,0.13088327276075426,0.13215814560655675
1432,0.13235130005114557,0.13079181478652971,0.13102224047758323
1424,0.13335533228294019,0.13138783065979112,0.13048093989921528
1416,0.13407676913023805,0.13239013881958508,0.13067367749191638
1408,0.13417769989107917,0.13336998453221657,0.13147077058479467
1400,0.13355312974046335,0.13390778189874664,0.13252091634864022
1392,0.13236768698699117,0.1337466979689225,0.13338003398616488
1384,0.13099399800994579,0.13288665824168802,0.13367416765478049
1376,0.12987516123013076,0.13158423502979821,0.13323667312356546
1368,0.12936164774012079,0.13025842767895543,0.1321693496595143
1360,0.12958237646349596,0.12933688280451941,0.13080508496184587
1352,0.13039720130443888,0.12909896261643292,0.12958571679794997
1344,0.13144819847684497,0.12957323079097274,0.12889992249852039
1336,0.13229090733922744,0.13052696291283528,0.12894061358131237
1328,0.13255735352687886,0.13155152699319911,0.12963415666156633
1320,0.13209102925039903,0.13221230637729642,0.13066738910495954
1312,0.13100429905293473,0.13220815770631689,0.13160251736128117
1304,0.12963716417420712,0.13148189867036927,0.13203774206775729
1296,0.12843251180739088,0.13024128758042081,0.13175467701949276
1288,0.12777361816884925,0.1288827972270376,0.13079847440888834
1280,0.12784352399274995,0.12784615006872685,0.12946125861365398
1272,0.12855787657171583,0.12745298530389546,0.12817494662404827
1264,0.12959587806396239,0.12778885037147858,0.1273527789757456
1256,0.13051798503757961,0.12867181383456042,0.12723770301936074
1248,0.13092717553510233,0.12971921547952367,0.12781323625605467
1240,0.13061461519450629,0.13048806321304535,0.1288095137174711
1232,0.12963627792872576,0.13063756554895939,0.12980230062411408
1224,0.12829240924794272,0.1300541669955414,0.13036864287072242
1216,0.1270173670631925,0.12889321122913702,0.13024204763606909
1208,0.12622025705061343,0.12752194595879743,0.12941025881058271
1200,0.12613483298774897,0.12638478082836002,0.12811975372668497
1192,0.12673373318346642,0.12584023483299181,0.12678531135478682
1184,0.12773851940115291,0.12602939676061661,0.12583783112626773
1176,0.12872183502375753,0.1268241601330663,0.12556623720702192
1168,0.12926420093208654,0.1278742250938851,0.12601147307584329
1160,0.12910792115247821,0.1287356223892161,0.12695147948319691
1152,0.12825163074707233,0.12903360437345143,0.1279826673328579
1144,0.12695079660546771,0.12860013881162491,0.12866799332720111
1136,0.12562398739878627,0.12753555940925707,0.12869730986000197
1128,0.12469930197267386,0.12617175367266123,0.12800115725551428
1120,0.12445730114746537,0.12495039436484595,0.12677624831798828
1112,0.12492807078331068,0.12426089107556224,0.12541329498581341
1104,0.12588018336710161,0.12429751699498559,0.12435365727733827
1096,0.12690560808229745,0.1249881306550446,0.12392740960600809
1088,0.12756941610825659,0.12602064442060842,0.12423223745467619
1080,0.1275693547176886,0.12695752851943018,0.12509759686097116
1072,0.12684674290800962,0.12739633942104719,0.12614728649249543
1064,0.12560800128756872,0.12711737517738209,0.12693747480260015
1056,0.12424891696518944,0.12616428341745128,0.12711954051166816
1048,0.12320943043097377,0.12482804716142094,0.12656798072312603
1040,0.12281222269215325,0.12354022401145108,0.12542645756486617
1032,0.12314432456626508,0.12271460894432998,0.12405508897958212
1024,0.12402518533169919,0.12259541415880225,0.12289832251708961
1016,0.12507291625325445,0.12316766834241009,0.12232186884330419
1008,0.12584440442917424,0.12416270960173768,0.12247852357895947
1000,0.12599788960374508,0.12515675671620471,0.12325210703844264
992,0.12541835499393816,0.12572639321403883,0.12430009021270022
984,0.1242597266067977,0.12560391762298956,0.12517926764920551
976,0.12288839824288357,0.12477556234843781,0.12550836822116077
968,0.12174880269490997,0.12348654496312705,0.12510794237583714
960,0.12120035067105962,0.12215109860525862,0.12406620164452621
952,0.12138556406955467,0.1212004910656941,0.12270665409270427
944,0.12217778511588399,0.12092479391149735,0.1214694101679852
936,0.12322764672552407,0.12136645608622539,0.12074970747906349
928,0.12409125425356414,0.12230472951813251,0.12075289928648972
920,0.12439304912655505,0.12333666093455778,0.1214191109989613
912,0.12396360017192749,0.12402493422543016,0.12244520798371827
904,0.12290176741390484,0.12405832043014887,0.12339601476640613
896,0.12153843062311681,0.12336586672238214,0.12386397962504536
888,0.12031509050774256,0.12214292879211741,0.12361870411098612
880,0.11962188340996575,0.12077949542101162,0.12269147555802866
872,0.11965444143633942,0.11971710275227676,0.12136378785222308
864,0.12034211561671626,0.11928683598612622,0.12006406215794493
856,0.12137389680236368,0.11958785519941147,0.11921046046027257
848,0.12231252400243853,0.12045101380681424,0.11905746316989484
840,0.1227549141477858,0.12150091794253894,0.11960250101337046
832,0.12248005207639358,0.12229365735898021,0.12058689769195206
824,0.12153008034240859,0.12247967478315414,0.12159077745024051
816,0.12019483723770881,0.12193201744590701,0.12218711624853763
808,0.11890551598016957,0.1207929156772974,0.12209841561955818
800,0.11807646119781381,0.11942159901932045,0.12129851603503107
