wavenumber,sample_fraction_T
2300,0.704979264693542
2295,0.70485774050791994
2290,0.7052102488875498
2285,0.7060096764584517
2280,0.70716426377092501
2275,0.70853040737957718
2270,0.70993298750231126
2265,0.71119061108866055
2260,0.71214227435643185
2255,0.71267146390074176
2250,0.71272385704046293
2245,0.71231566240810185
2240,0.71153116550657047
2235,0.71050989990363322
2230,0.70942562171047652
2225,0.70846052851247121
2220,0.70777871398646741
2215,0.70750269096809393
2210,0.70769612594654041
2205,0.70835494218605066
2200,0.70940785265938955
2195,0.71072626669488137
2190,0.71214239514322786
2185,0.71347328272969746
2180,0.71454752471154148
2175,0.71523077556123926
2170,0.71544606726525695
2165,0.71518558823664147
2160,0.71451191126026858
2155,0.71354845496915575
2150,0.71246080978796178
2145,0.71143202957046558
2140,0.71063579362328488
2135,0.71021141059750303
2130,0.71024409663096999
2125,0.71075304553721141
2120,0.71168873098801255
2115,0.71293976195153164
2110,0.71434848918580818
2105,0.71573344608445533
2100,0.71691567212011131
2095,0.71774517995993536
2090,0.71812352338401708
2085,0.71801880587746381
2080,0.71747059100149779
2075,0.71658386365837745
2070,0.71551307801987019
2065,0.71443897262788081
2060,0.71354188409310304
2055,0.71297560021606121
2050,0.71284543319208304
2045,0.71319337534931626
2040,0.71399215411991745
2035,0.71514888630646822
2030,0.716517904598861
2025,0.71792120371296297
2020,0.71917387345126704
2015,0.72011098686152364
2010,0.72061191538640879
2005,0.72061817827286745
2000,0.72014181588311299
1995,0.71926281195077535
1990,0.71811596581619952
1985,0.71686939718657294
1980,0.71569815350182231
1975,0.71475695931161354
1970,0.71415600097529364
1965,0.71394295566867705
1960,0.71409348722819799
1955,0.71451132853397714
1950,0.71503793827896622
1945,0.71547057611570408
1940,0.71558650822415582
1935,0.71517004067872481
1930,0.71403838839369704
1925,0.71206227576131764
1920,0.70917781228424992
1915,0.70538758351814912
1910,0.70075079698905274
1905,0.69536429871325889
1900,0.6893378720491804
1895,0.68276812042268631
1890,0.67571531526873951
1885,0.66818696524995491
1880,0.66013074984653441
1875,0.65143807783304319
1870,0.6419580347502144
1865,0.63151997865441456
1860,0.61996164920082086
1855,0.60715856442469207
1850,0.59304995900997548
1845,0.57765682282299946
1840,0.56108883422642997
1835,0.54353898734559647
1830,0.5252670452649657
1825,0.50657501823551832
1820,0.48777913620063107
1815,0.46918298852662393
1810,0.45105571352138663
1805,0.433617683279508
1800,0.41703450062697506
1795,0.40141869569043059
1790,0.38683750620566121
1785,0.37332460104145726
1780,0.36089349647989738
1775,0.34955061137171967
1770,0.33930630885313934
1765,0.33018279917358767
1760,0.32221836184592623
1755,0.31546791316455441
1750,0.31000041826526675
1745,0.30589395612899972
1740,0.30322935636500054
1735,0.30208325481883352
1730,0.30252122677276944
1725,0.30459144409107136
1720,0.30831915195823867
1715,0.31370222092415517
1710,0.32070809581121101
1705,0.32927257563913148
1700,0.3393009221771171
1695,0.35067170775205292
1690,0.36324350903682651
1685,0.3768640388836525
1680,0.39138068092495465
1675,0.40665082673610153
1670,0.4225501122955353
1665,0.43897675906310196
1660,0.45585078268580265
1655,0.47310774473189621
1650,0.49068779716695993
1645,0.50852178113718582
1640,0.52651689837036419
1635,0.54454484497006661
1630,0.56243521102840677
1625,0.57997637275970326
1620,0.59692504378451972
1615,0.61302418605957021
1610,0.62802730161039955
1605,0.64172556058483754
1600,0.65397318033518148
1595,0.66470632303149058
1590,0.67395169293370683
1585,0.68182284538800697
1580,0.68850452765614012
1575,0.69422756852471545
1570,0.6992383987482611
1565,0.70376794006499777
1560,0.70800436409961887
1555,0.71207332725570416
1550,0.71602803499816836
1545,0.71985011804088073
1540,0.7234609401251062
1535,0.72674165129080337
1530,0.72955910679709268
1525,0.73179382070486243
1520,0.73336562565149144
1515,0.73425288402515498
1510,0.73450204492682203
1505,0.73422595984134942
1500,0.73359133116871744
1495,0.73279752186384028
1490,0.732050290034997
1485,0.73153459968432644
1480,0.73139050281099438
1475,0.73169537449106037
1470,0.7324547587621163
1465,0.73360294548897054
1460,0.73501324146512947
1455,0.73651674285176527
1450,0.7379272836426567
1445,0.73906922743367198
1440,0.73980408873986014
1435,0.74005186064346595
1430,0.73980356120180135
1425,0.73912287777288177
1420,0.73813663848144795
1415,0.73701575409337572
1410,0.73594980888960637
1405,0.73511932987760598
1400,0.73466985141058394
1395,0.73469134792309398
1390,0.73520566828422285
1385,0.73616349249045565
1380,0.73745117444194419
1375,0.73890667234917806
1370,0.74034261459315243
1365,0.74157347413695807
1360,0.74244300045202505
1355,0.74284772707759505
1350,0.74275274837360616
1345,0.74219709984790505
1340,0.74128781128870647
1335,0.74018365409387821
1330,0.73907131774219015
1325,0.73813785691314837
1320,0.73754359122087709
1315,0.73739928300191315
1310,0.73775058162643981
1305,0.73857164481290316
1300,0.73976869316260652
1295,0.74119308840621834
1290,0.74266236144230524
1285,0.74398649687720242
1280,0.74499584384854034
1275,0.74556649639102068
1270,0.74563910844626768
1265,0.74522800252780752
1260,0.7444190057074721
1255,0.7433563833362562
1250,0.74222109043751949
1245,0.74120390612755194
1240,0.74047761954489999
1235,0.74017229379652649
1230,0.74035692824170074
1225,0.74102981523642031
1220,0.7421187427344702
1215,0.74349102547640422
1210,0.74497217664239135
1205,0.74637088304763244
1200,0.74750692292900212
1195,0.74823796977543622
1190,0.74848110689784964
1185,0.7482255122761855
1180,0.7475341493826676
1175,0.74653416837147246
1170,0.74539765986534612
1165,0.74431596207901596
1160,0.74347158994400853
1155,0.74301195070467951
1150,0.74302846501500386
1145,0.74354376544834933
1140,0.74450851994108636
1135,0.74580825783614113
1130,0.74727940091425005
1125,0.74873253480931001
1120,0.74997986803787164
1115,0.75086298917986694
1110,0.75127669271002229
1105,0.75118501684168737
1100,0.75062678410864436
1095,0.7497096861025514
1090,0.7485939282093067
1085,0.74746818722187902
1080,0.74652176033729556
1075,0.74591713522969716
1070,0.7457668557315289
1065,0.74611771437213925
1060,0.74694421407439471
1055,0.74815207421330709
1050,0.74959137731590519
1045,0.75107777495802219
1040,0.75241903848994718
1035,0.75344329011723998
1030,0.75402471256513148
1025,0.75410265216932437
1020,0.75369092742512933
1015,0.75287574257805956
1010,0.75180256323565875
1005,0.75065418429845332
1000,0.74962358710157073
995,0.74888579962438739
990,0.74857283610041903
985,0.74875508211488917
980,0.74943145729016403
975,0.7505295304386822
970,0.75191558019068838
965,0.753413409942432
960,0.75482956363915554
955,0.75598155136932099
950,0.75672498620848005
945,0.7569754074980648
940,0.7567212007565236
935,0.75602541033019877
930,0.75501612809379659
925,0.75386710280491098
920,0.75277179599060207
915,0.75191499492063885
910,0.75144619669855706
905,0.75145843061063522
900,0.75197523050397008
895,0.75294733265315894
890,0.75425949157133088
885,0.75574661761864514
880,0.75721725977656118
875,0.75848135512528436
870,0.75937831708669923
865,0.75980118505739636
860,0.75971292818615954
855,0.75915214990160951
850,0.75822720639997387
845,0.75709974918251055
840,0.75596046250835125
835,0.75500091158966387
830,0.75438577946054131
825,0.75422941674457245
820,0.75457977892997707
815,0.75541172575332327
810,0.75663047722265375
805,0.75808482853507497
800,0.75958853495804157
795,0.76094713111342049
790,0.76198648565873561
785,0.76257884413070398
780,0.76266222397777439
775,0.7622499262294431
770,0.76142852876094935
765,0.76034470434059165
760,0.75918310402554934
755,0.75813893452996994
750,0.75738948923075233
745,0.75706875953394748
740,0.75724853904168532
735,0.75792838910907567
730,0.75903566453757143
725,0.76043560292339551
720,0.76195028356181804
715,0.76338408579135553
710,0.7645522254581929
705,0.76530822854042613
700,0.76556606708244124
